value,label
Animals (with subtitles)/bear.png
Animals (with subtitles)/eagle.png
Animals (with subtitles)/pig.png
Animals (with subtitles)/koala.png
Animals (with subtitles)/snake.png
Animals (with subtitles)/gorilla.png
Animals (with subtitles)/cat.png
Animals (with subtitles)/elephant.png
Animals (with subtitles)/polar bear.png
Animals (with subtitles)/zebra.png
Animals (with subtitles)/frog.png
Animals (with subtitles)/camel.png
Animals (with subtitles)/horse.png
Animals (with subtitles)/bird.png
Animals (with subtitles)/monkey.png
Animals (with subtitles)/panda.png
Animals (with subtitles)/dog.png
Animals (with subtitles)/tiger.png
Animals (with subtitles)/cow.png
Animals (with subtitles)/penguin.png
Animals (with subtitles)/mouse.png
Animals (with subtitles)/sheep.png
Animals (with subtitles)/rabbit.png
Animals (with subtitles)/lion.png
